code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g
0003418114727	Jambon fumé de la forêt noire	979	26	14	1	0.800000011920929	234	6					
00034203	Broad Spectrum Electrolytes Mix	0	0	0	0	0	0	0	3.8194444444445	1.5277777777778	0		
0003429787026	Chicken sandwich	1155	18.3999996185303	14.3999996185303	19.1000003814697		276				1.89999997615814		
00034356603514546982	Ailes marinées TeX mex halal	862	18	14	1.5	0.1	206	4.4	1.8	0.72	1		
0003436	Chocolate de algarroba sésamo	2008	4.3	35	43.8	22.65	480	4					
0003443000088	Tortilla adams												
00034449	Vinaigrette à la citronnelle thaï salad dressing	1155	1.7	26.3	9.1	7.7	276	4.2	1.8	0.72	1		14
00034562												0	
0003466156632	Rondelles de pommes de terre rustiques	586	2.4	4.5	21	0.5	140	0.4	0.43	0.172			
000346812000	Chocapic	1611	8.6	4.6	73	25	385	1.3	0.22	0.088			
0003469156561	Patate	607	2.6	4.6	0.6	0.4	145	0.69					
0003469156615	PATATE DIPPY	586	3	3.7999999523163	22	0.10000000149012	140	0.30000001192093	0.30000001192093	0.120000004768372			
0003470071136	Saumon fumé	828	22	12	0.600000023841858	0.600000023841858	198	2.5					
0003473217647	Caramel chocolate	1609	7.69230769230769	11.5384615384615	73.0769230769231	19.2307692307692	384.615384615385	3.84615384615385			19.2307692307692		
00034791	Fromage blanc à la crème de marron	640	4.4	5.8	20	16.3	153	3.9	0.1	0.04	10	10.45	0
0003484100075	Fried Pork Rinds Vinegar Flavor	2690	42.857142857143	50	0	0	642.85714285714	21.428571428571	2.2321428571429	0.89285714285716	0		
00034944	Scottish lamb mince	1025	16.7	19.6	0.1	0.1	245	0	0.2	0.08	0.6		
0003496496456	Galettes céréales quinoa tomates	1008	5.90000009536743	11	27	3	241	1.10000002384186			5.09999990463257		
00035	Eiweispulver												
00035071	Napa valley naturals, organic extra virgin olive oil	3586		100			857	14.29				0	
000351000000011232020720	Gaufre de liege												
00035200153416	Extra Long Grain Enriched Rice	1490	6.67	0	77.78	0	356	0	0	0	0	0	
0003529000407	Yaourt 0%	151	4.30000019073486	0.5	4.5	4.5	36						
00035293													
0003530764404	Guerrero flour tortillas	1351	7.29166666666667	10.4166666666667	48.9583333333333	2.08333333333333	322.916666666667	3.64583333333333			2.08333333333333		
00035309	Cream of mushroom soup	213	0.9	2.5	6	0.7	51	0.6	0.36	0.144			
00035316	Fromage blanc aux framboises	267	5.7	2.4	4.6	4.5	63.9	1.4	0.1	0.04	1.7	28.6	-3
00035323													
00035328103819002670	Tiras poton												
0003535048370	Mousse, Milk Chocolate With Chocolate Mousse Filling	2364	7.8	37.7	48.1	47.1	565	24.9				0	
0003535048455	Mousse, Milk Chocolate With Mousse Filling, Yogurt	2389	5.1	37.3	53.6	53.1	571	25.2				0	
00035361	Comte doux 4 mois	1749	26.7	34.6	0	0	418	22.6	0.81	0.324			13
00035378	Pollen des Fleurs	96	4	8	20	15	23	3			2		
00035413	Eva MANGUE												
0003541946363	Muffins aux graines	1092	11	6.40000009536743	37	4.09999990463257	261	0.699999988079071			5		
00035460	6 Breaded Jumbo Tiger Prawns	1054	10.5	13.3	22.5	1.2	252	2.4	0.83	0.332		0	3
00035501	Proti chips	502	14	5	7		120	0.400000005960464			4		
00035545	Deodrant	1063	8.8	5.3	41.2	2.9	254	0.7	0.95	0.38			
0003560029085	WW curry de poulet lentilles et légumes cuisinés	342	7.66666666666667	1.89999993642171	6.66666666666667	1.80000003178914	81.6666666666667	0.800000031789144			3.66666666666667		
00035620	Cornish Cove Medium	1741	25.4	34.9	0.1	0.1	416	21.7	1.8	0.72	0		
00035644	Cheese	523					125						
00035705	Uvas pasas Bravo	1184	18	23	1	0.5	283	16					
00035750	Biscotti	1644	7.1428571428571	12.5	64.285714285714	35.714285714286	392.85714285714	3.5714285714286	0.53571428571427	0.214285714285708	3.5714285714286		
0003586000303	Funny Frisch, Chips Frisch, Peperoni	2247	5.67	36.67	46.67	1.67	537	3.33	1.69418	0.677672	4.3	0	
00035880	Préparation pour biscuits façon Spéculoos	1502	7.4	0.6	79.1	40.1	359	0.1	0.1	0.04			
000359	Liquid Chlorophyll												
0003590001716	Gelée mûres	1013	0.800000011920929	0.100000001490116	59	59	242				1		
00035927	Pink salmon	541	20	4.7058823529412	0	0	129.41176470588	1.1764705882353	0.94117647058823	0.376470588235292	0	0	1
00035934	Chicken kiev	954	17.7	14.7	5.4	1.8	228	6.3	0.68	0.272	1.4		
00035958	Lemon pistachios with sea salt												
0003599340403	Aberlour  10 ans	925					221						
0003600086467	Reblochon de savoie fermier	1381	20.8	30	0.09	0	330	0	1.5	0.6			5
00036003905721003599	Hamburguesa de atun congelada	588	17.7	3.9	7.5	1.9	140.5	0.5	0.34	0.136			
00036005505720004603	Hamburguesa de atún congelada	586	17.7	3.9	7.5	1.9	140	0.5	0.3	0.12			
00036005505720004610	Hamburguesa de atún congelada	588	17.7	3.9	7.5	1.9	140.5	0.5	0.34	0.136			
00036023805719004604		586	17.7	3.9	7.5	1.9	140	0.5	0.34	0.136			
00036023805719004826	Hamburguesa de atún congelada	586	17.7	3.9	7.5	1.9	140	0.5	0.34	0.136			
00036024005719004676	Hamburguesa de atún congelada	586	17.7	3.9	7.5	1.9	140	0.5	0.34	0.136			-3
00036030105719004544	Hamburguesa de atún congelada	586	17.700000762939	3.9000000953674	7.5	1.8999999761581	140	0.5	0.34000000357628	0.136000001430512			-3
00036030105719004735	Hamburguesa de atún congelada	586	17.7	3.9	7.5	1.9	140	0.5	0.34	0.136			-3
00036201701922002016	Medallones de merluza	310	17.6	0.5	0	0	74	0.2	0.3	0.12	0		-4
00036211001821002023	Medallones de merluza	310	17.60000038147	0.5	0	0	74	0.20000000298023	0.3	0.12			-4
00036226701819001800	Medallones de merluza	1230	15	3	2	1	294	3	5	2			
00036226701921002634	Medallones de merluza	310	17.8	0.5	0	0	74	0.2	0.3	0.12			
00036229601320002136	Medallones de merluza	310	17.6	0.5	0	0	74	0.2	0.3	0.12	0		
00036310	Les marrons glacés	1305	0	0.8	74	59	312	0.1	0	0			13
00036351	Pork belly hog roast	3079	18.8	23.2	6.1	3.9	309	8.4	0.9	0.36	0.2	1.45454545454545	20
0003644013474	High protein pudding Schoko	1464	10	1.60000002384186	6.09999990463257	4.69999980926514	350	1			0.200000002980232		
0003644014556	Grieß Pudding Natur	464	1.70000004768372	5.09999990463257	14	9.10000038146973	111	3.20000004768372					
0003644014815	rote Grütze												
0003644015058	Semolina	331	7.5	1.5	8.69999980926514	4.59999990463257	79	0.899999976158142					
000365396	Spicy Buck Munch	2371	13.333333333333	36.666666666667	53.333333333333	6.6666666666667	566.66666666667	6.6666666666667	2.5	1	6.6666666666667		
00036559	Joe's Diner Mac 'n Cheese	761	8.0808080808081	7.5757575757576	21.212121212121	1.5151515151515	181.81818181818	4.040404040404	0.7449494949495	0.2979797979798	1	0	2
000366													
00036612731032558204	Banane												
0003663207748	reese’s peanut butter cup flavored coffee	198	1.3888888888889	0.97222222222222	8.0555555555556	7.2222222222222	47.222222222222	0.55555555555556			0		
00036634	Chicken gyoza potstickers	680	8.75	2.5	25	1.25	162.5	0	1.125	0.45	1.25		
00036636281071546293	Azertyuiop	1176	6	6	6	3	281	6			64		
0003665													
0003674034647													
00036856	Apricot jam	1071	0.5	0.5	62.9	49.3	256	0.1	0.08	0.032	0.5	0	13
00037	Biojoy Sonnenblumenkerne												
00037020	Ma pâte à tartiner - La Classique												
0003713600369	Salmon oil												
00037174													
00037556	Coquis Pâtes Fermiéres												
00037594	Melon Blend												
00037600105033	Super Chunk, Peanut Butter Spread	2485	21.88	53.12	18.75	9.38	594	10.94	0.99314	0.397256	6.2	25	
00037600110754	Creamy Peanut Butter	2485	21.88	50	18.75	9.38	594	9.38	1.19126	0.476504	6.2	20	
00037631	2 yellowfin tuna steaks												
00037730	Rapberry Jam	1075	0.5	0.5	61.4	48.2	257	0.2	0.18	0.072	2.3		6
0003779	Ginger Nuts Biscuit	1912	5.8	16.5	71.3	28.9	457	7.8	0.94	0.376	2.3		
00038													
0003800013928	Pringles screaming dill pickles	628	1	9	16	1	150	2.5	5	2			13
00038041	Peanut butter cups	418	1.5789473684211	6.3157894736842	9.4736842105263	7.8947368421053	100	3.6842105263158	0.13157894736842	0.052631578947368	0.52631578947368		
00038089	Shrimp Stir-Fry	162	5.1612903225806	0	3.2258064516129	1.9354838709677	38.709677419355	0	0.43548387096775	0.1741935483871			
00038096	Organic bulgur	1464	12.5	1.7	75		350	1.25	0.03	0.012	17.5	0	
000381													
00038102	Victoria Sponge Muffin												
00038232	Stuffed Queen Sevillano Olives	448	0	10.71	0		107		4.1075	1.643		0	
00038294	Morrisons the best crips											0	
00038317	Authentic Greek yogurt	669	8	12	5	2.5	160	7.6	0.1	0.04			4
00038409	Premium Chunk White Chicken In Broth	548	19.67	5.74	0	0	131	1.64	1.025	0.41	0	0	1
00038492	Creamy king prawn risotto	1326	21.2	6.8	41	9.4	317	2.9	1.7	0.68			14
00038683													
00038706													
00039	Yerba Mate											0	
00039093	Lundberg, countrywild rice blend	1393	6.67	3.33	77.78		333				6.7	0	
00039185	Toffee Sundae	1356	2.3	22.8	27.3	19.6	324	14	0.18	0.072			
0003921705801	Greek Pita - white												
00039244	happy'box	8400	5.4	0.5	80	52	2000	0.1	0.03	0.012		0	20
00039277	Pigs in blankets												
00039352	6 Olde english farmhouse pork sausages	1201	13.6	24.3	2.8	0.9	287	9.1	1.06	0.424	1.3	0	15
00039420	Vegetable gyozas with ponzu dips	649	4	5.5	20.5	2.5	155	0.7	1.03	0.412			
000394368213	Blackberries more	180	1	0.5	10	5	43				5		
00039444	White chocolate cake	1745	4.2	19.6	53.7	39.5	417	11.1	0.45	0.18	0.9		
0003944430094	Reisteigplatten	1406	2	0.3	81	0.5	336	0.1					
0003944540502	SojA Sauce Chinesisch												
0003944545323	Mie Nudeln												
0003944545347	Wok-Nudeln												
00039512	Snickers	2021	8.6	23	61	51	483	8	0.600000025	0.24000001			
00039529	Pack de 2 Twix	1481	6.25	4.17	77.08		354				6.2		
00039536	Pretty pastel butterfly celebration cake	1665	2.4	14.9	63.2	45.1	398	12	0.55	0.22			26
00039574	Ke're choco noisettes												
00039647714	White Chocolate Berry Granola Bar	1217	27.272727272727	6.3636363636364	45.454545454545	12.727272727273	290.90909090909	2.7272727272727	0.43181818181817	0.172727272727268	7.2727272727273		
000398	Patè di Melanzane	368	1.1	7.6	2.1	2.1	88	1	1.1	0.44	1.9		
00039819													
00039826	Cooked ham	1879	21.1	1.7	1.6	1.6	449	0.6	1.28	0.512	1		
00039833													
00039857													
00039864													
00039871													
00039888	Cornish Pale Ale											0	
00039902703221004251													
0004	Vegan Protien	1631	32.3	45.5	3.5	3.5	598	4.4	0.1	0.04	5.6	9	-2
0004000001203	Whole milk	259	3.33	3.33	5	4.58	62	2.08	0.125	0.05	0	0	1
0004000001210	Fat free milk	159	3.33	0	5.42	5	38	0	0.135	0.054	0	0	-1
0004000001234	2% reduced fat milk	226	3.33	2.08	5	5	54	1.25	0.135	0.054	0	0	0
0004000001241	1% lowfat milk	192	3.33	1.04	5.42	5	46	0.62	0.135	0.054	0	0	-1
0004000001258	King kullen whole milk	262	3.3333333333333	3.3333333333333	5	4.5833333333333	62.5	2.0833333333333	0.125	0.05	0	0	1
0004000001265	Fat free milk	159	3.33	0	5.42	5	38	0	0.135	0.054	0	0	-1
0004000001272	King kullen 2% reduced fat milk	227	3.3333333333333	2.0833333333333	5	5	54.166666666667	1.25	0.13541666666667	0.054166666666668	0	0	0
0004000001289	1% lowfat milk	192	3.33	1.04	5.42	5	46	0.62	0.135	0.054	0	0	-1
0004000011790	Chicken & cheddar wrap	837	6.2	3.6	10.6	0.6	200	1.6	0.75	0.3	0.4		
0004000011806	turkey club wrap gluten free	2050	31	16	54	3	490	8	3.325	1.33	2		21
0004000011837	Buffalo chicken salad	418	6.1764705882353	6.0294117647059	5.4411764705882	0.88235294117647	100	1.0294117647059	0.61764705882352	0.247058823529408	0.58823529411765		
0004000045474	Sourdough	1110	8.16326530612245	3.06122448979592	51.0204081632653		265.30612244898				1.02040816326531		
0004000127590	Lipton green tea												
0004000473673	m&m's Mint												
00040006	Elderberry surup	697	0	0	40	26.666666666667	166.66666666667	0	0	0	6.6666666666667		-3
00040037	Frozen French Fries	591	3.5294117647059	3.5294117647059	23.529411764706	1.1764705882353	141.17647058824	0.58823529411765			2.3529411764706		
0004004575533	Salada Franfo com Massa e Rúcula	723	6.7	7	20	3.6	172	1.7	0.69	0.276	1.3	18.4	-4
0004005007057	lomo de bellota	5309	36.5	17	0.9	0.7	1269	5.2	4	1.6			
0004005493454	Rustic white  mini naan	66944	400	500	2500	300	16000	100			100		
00040105													
00040112	Loading…												
00040143	Salade fusilli sauce bulgare	816	6.7	12.2	13.5	1.5	195	3.3			1.6		
00040198													
00040211	Miel de Bourdaine												
00040213	MIEL												
00040235	Baking soda	0	0	0	0	0	0	0	2.9166666666667	1.16666666666668	0	0	
00040327													
00040341													
000403940300	Ristretto Intenso												
0004044365583	Eau minérale												
0004044492005	Trader Joe’s Turkey Meatballs	589	16.9014084507042	7.04225352112676	7.04225352112676	1.40845070422535	140.845070422535	2.8169014084507			2.8169014084507	0	
0004045374829	Dark Chocolate Almond & Sea Salt Bar	1778	12.5	37.5	42.5	10	425	7.5			17.5		
00040464	Avocado												
0004049348017													
00040501													
00040594													
00040617	British Iceberg Lettuce											100	
00040624	Cucumbers												
0004062414041	Gluten Free  Hamberger Buns	920	5		39	6	220				2		
00040716	Huile de noix	3766	0	100	0	0	900	10					
000409	Ingwer Wurzel	1272	7	3	60	59.4	303	1	0.1	0.04	6	0	
0004099380135													
00041		1600	67.9	18.5	9.39	1.52	382	1.82	1.48	0.594	9.09		
0004100003480	Flohsamenschalen OFFEN												
000410010315	Salame Filzetta Pernigorri	1163	26.6	18.7	0.44	0	278	7.38	25	10			
00041089	All Butter Croissant	1695	9	23.3	38.6	8.3	405	15.9	1.03	0.412	2.3		18
00041102	Ready to Bake Pains au Chocolat	1770	8.5	25	39.6	14.1	423	16.2	0.73	0.292			21
00041188	Aloe Vera Direktsaft 100%	8	0	0	0	0	2	0	2	0.8	0		
0004122305012	bbq sauce	861	0	0	47.058823529412	44.117647058824	205.88235294118	0	1.6911764705882	0.67647058823528	0		18
0004122310016	Brewmasters premium wing sauce	21	0	0	1	0	5	0	0.95	0.38			
0004122318012													
0004122575170	Shelled edamame	377	9	4	7	2	90				4		
00041311	Lenteja especial de Salamanca	339	6.3	0.5	11	0.7	81	0	0.9	0.36			
0004131848012	Diced green peppers	75	0	0	4.82	2.41	18	0	0.03	0.012	0	0	0
00041323	Crema de garrofa	2088	4.1	37	47.5	34.9	499	4.4					
0004133500055	Sauce Caesar								0	0			
0004140104437	Cheese its	628	3	8	17		150	1					
0004144484931	Too sliced soft white	586	5	2	26	6	140				1		
0004144542693	Sharwood's 8 Plain Poppadoms											0	
00041461	Raie	1105	5.9	15	24.6	1.2	264	3.6					
00041500007007	Yellow Mustard	0	0	0	0	0	0	0	3.3	1.32	0	0	10
0004150089779	Red hot slammin sriracha chili sauce	418	0	0	20	20	100		6	2.4		0	
00041511	wustel	1159	13	28	0.5	0.5	277	10					
000415455225	Blackberry	180	1.38888888888889	0.694444444444444	9.72222222222222	4.86111111111111	43.0555555555556				5.55555555555556		
0004173033285	Olive oil	502		14			120	2					
00041737	Royal Gala Apple												
000417670113													
00042	Multivitamins & Minerals											0	
000420	Tramezzino	989	14.2	13	15.2	0.7	236.3	4.1	1.6	0.64			
0004200001805													
000420011312	americano												
0004208062051	Suisse chicolat X2	1360	5	15	41	15	325	9.8	0.85	0.34			
0004210023354													
0004210026768													
00042228													
0004223832309	Haribo Happy-Cola Gummi Candy Share Size	1459	6.9	0.5	77	46	343	0.1	0.07	0.028		0	
00042253	Avocat	0	0	0	0	0	0	0	0	0			
00042291	Cordon bleu	962	12	14	14	0.6	230	2.8	1.7	0.68			11
00042352													
0004251140898	Ail blanc												
0004254445310	Nachtkur												
00042611	huile de lin											0	
00042628													
00042710	Cornish cold butter	3134	0.3	83	0.1	0.1	749	56.1	2	0.8	0		
0004272000089	purée déshydraté Mousline												
0004284													
000429	Turmeric, creamed, local honey	1395	0	0	90.47619047619	90.47619047619	333.33333333333	0	0	0	0		
00043	graine de nigelle		17		50								
000430011	Miss vickies sel marin et vinaigre de malt	2176	6	30	58	2	520	3	2.1	0.84	4		
00043014	Milk chocolate almond toffe crunch	2241	7.1428571428571	39.285714285714	53.571428571429	46.428571428571	535.71428571429	17.857142857143	0.49107142857142	0.196428571428568	3.5714285714286		
00043038	Chocolat noir aux éclats de fèves de cacao	2452	8	47.5	25.9	21.4	586	29.7	0.1	0.04			
000430390049	Parmigiano Reggiano												
000431	Vollmilch Pulver	2038	25	26		37	487	17					
0004310502209	Dasani	0	0	0	0	0	0	0	3	1.2	0		
0004313105094	Kist Naranja	83	0	0	4.8022598870056	4.8022598870056	19.774011299435						
0004313106091	Ginger ale	418	0	0	26	26	100	0	1	0.4			
00043175													
00043298	Vanilla Cola												
0004331686032	Bagged spinach	98	2.35294117647059		3.52941176470588		23.5294117647059				2.35294117647059		
00043366	Salade à la Mexicaine au Maïs doux, Poivrons, Riz et Avocat	586	3.1	5.2	18.8	3.2	140	0.7	0.55	0.22	2.8	35	0
0004337	Xocolata de Garrofa	2008	4.3	35	43.8	22.65	480	4					
0004340042454	Raspberry Fig Bar	1468	5.26315789473684	8.7719298245614	66.6666666666667	33.3333333333333	350.877192982456				5.26315789473684		
00043427	Salade de Riz au Saumon Teriyaki	569	6.3	2.6	20.9	5.6	136	0.5	1.18	0.472	1.9	3.5	
00043533	Sweet & smoky mini fillets	490	25.5	0.4	2.9	2.4	117	0.1	0.93	0.372	0.1	0	
00043538	Kartoffelchips Meersalz	2141	5	34	45	0.6	514	2.9	1.05	0.42	5.4	0	7
00043595	Viva la salud, dried cranberries	1255	0	0	83.33	66.67	300	0	0	0	10	33.3333333333333	
00043618	Lightly salted giant corn	1879	5.5	13.8	73.9	0.1	449	1.5	0.9	0.36	1.1	0	5
00043632	Lightly salted habas fritas	1757	25.4	16.1	36.3	2.1	420	1.9	1.5	0.6			
00043649	Jalapeno Giant Corn	1883	6.1	14.3	71.2	1	448	1.6	1.08	0.432	5	0	
0004365570291	Taking udon noodle kit	720	5.5	2.90000009536743	29.7999992370605	2.40000009536743	172	0.300000011920929			2		
0004371	Cocadas	1255	10	10	30	10	300	10	10	4			24
0004394	tree ripened papaya											100	
00043977													
0004400013233	Palmier X2	2213	5.09999990463257	34	50	18	529	18			1.89999997615814		
0004400960353	Funky veggie cacao noisettes	1096	5	12	33	27	262	1.10000002384186			4.80000019073486		
0004400964511	Pain batard de campagne select u	1017	9.5	0.699999988079071	48	1.20000004768372	243	0.100000001490116			3.29999995231628		
0004403808089	Shrimp stir fry	251	8		5		60				3		
0004405141405	Pineapple	192	0.400000005960464	0.200000002980232	10.1000003814697	10.1000003814697	46				1.20000004768372		
00044059	Yellow peaches												
00044080	Comté fruité	1749	26.7	34.6	0	0	418	22.5	0.81	0.324			13
00044101	5 oz classic caramel corn	1793	2.3809523809524	10.714285714286	83.333333333333	59.52380952381	428.57142857143	7.1428571428571	0.89285714285715	0.35714285714286	2.3809523809524		
00044196	Cantina tortillas	2025	6.8	22.6	59.2	1.8	484	1.9	0.8	0.32	8.3	0	
0004424414078	Broccoli	126	2		4		30				2		
0004435006255	Salchichon de bellota	1920	26	38.3	2.1	1.3	459	15.3	3	1.2			
00044448	Ananas barquette												
0004444866666	Antioxidant infusion - Costa Rica clementine	7.92	0	0	2.08	0.189	1.89	0	0.00472	0.00189	0		2
000444631	Huile d'olive vierge extra												
0004454406128	Haricots rouge	423	8	0.800000011920929	12	0.699999988079071	101	0.300000011920929			7		
0004454566570	Smoked Riga sprats	741	16	13	1		177	1					
0004460303497	Elite Corn Chips	628	2	8	17		150						
00044743	Ginger Chews	1569	0	0	75	75	375	0	0	0	0		
00044752	Salami Alipende	1866	15	41.1	3	1.8	446	16.8	3.2	1.28			
0004487206481	Crème légère liquide 12%	586	2.59999990463257	12	5.30000019073486	4.09999990463257	140	7.69999980926514			0.5		
00044875	Comte fruité	1749	26.7	34.6	0	0	418	22.6	0.81	0.324			13
0004491187066	Thai Green Curry	1780	25.531914893617	13.8297872340426	53.1914893617021	5.31914893617021	425.531914893617	3.72340425531915			10.6382978723404		
00044974	Viande												
00045	Impact Whey chocolate brownie	1630	71	7.5	7.9	3.6	390	4.9	0.25	0.1	3.4		
00045008	Miellerie denoy												
0004504311266	Dasani Agua Pura	0	0	0	0	0	0	0					
0004504311945	Coca Cola	117	0	0	7.2	7.2	28	0			0		
0004504311969	Sin azúcar												
0004504312676	Néctar de melocotón	293	0	0	18	18	70	0			0		
0004504312881	Coca cola con café	0	0	0	0	0	0	0					
0004504313178	Coca cola sin azúcar	0	0	0	0	0	0	0	0	0	0		
0004504313314													
0004504313321													
00045089	MCP, Metoclopramidhydrochlorid, 10mg											0	
0004517011313	Haricots	130	2.09999990463257	0.5	3.59999990463257	2.20000004768372	31	0.300000011920929			3.09999990463257		
0004524606106	Risotto  au poulet & Cèpes	444	5.35714285714286	3.92857142857143	12.1428571428571	0.499999991485051	106.071428571429	2.10714289120265			0.499999991485051		
00045292	Semi-Sweet Chocolate Chips	2231	6.6666666666667	26.666666666667	66.666666666667	46.666666666667	533.33333333333	16.666666666667	0	0	6.6666666666667		
0004533016101	Good Grains Crackers	1743	16.6666666666667		83.3333333333333		416.666666666667				8.33333333333333		
00045342	Rice											0	
00045346	Granola honey almonds	1674	9.09	14.55	60	21.82	400	2.73	0.1125	0.045	7.3	0	0
0004545667094	Vegan Pro supplément alimentaire	1569	62.5	4.6875	18.75	10.9375	375	1.5625	1.5234375	0.609375	9.375		
0004545667841	Vegan pro	1569	62.5	4.6875	18.75	9.375	375	1.5625	1.40625	0.5625			
0004545685654	Colágeno ketogenic hsn	2071	48.4999990463257	24.5000004768372	13.9999997615814	1.00000001490116	495	24.5000004768372			13.9999997615814		
00045483	Torn & glasser, milk chocolate pretzels	1883	5	22.5	70	42.5	450	12.5	1	0.4	2.5	0	26
000455	100% Whey Isolate	1456	84	0.5	2.40000009536743		348	0.5					
000455934	Hammond’s Root Beer	1395	0	0	93.333333333333	66.666666666667	333.33333333333	0	0	0	0		
0004567037486	Rocky road clusters	2092	14.29	28.57	57.14	42.86	500	14.29	0.715	0.286	0	0	28
00045766	Celery	42	0.5	0.5	0.9	0.9	10	0.1	0.15	0.06			0
00045889	Lattice Topped Mince Pies	1720	5.4	15.3	61.1	36.7	411	7.5	0.3	0.12		15	21
0004590111412	Specialita le italiane, hard filled candy	1795	0	0	92.86	78.57	429	0	0	0	0	0	15
0004590403036	4 BUNS Nature au Sésame	1356	7.5	7.6	55	5.5	324	0.9			2.9		
0004590777564	Diet Meal Remplacement - Strawberries n Cream	1498	29	5.80000019073486	48	4.40000009536743	358	2.79999995231628			7.90000009536743		
0004591030125	Antioxydant	226	0.5	0.5	13	11	54	0.100000001490116			1.10000002384186		
00045933	British whole cucumber	42	0.7	0.5	1.4	1.3	10	0.1	0.01	0.004			
00046	Brazil But, Raw, Whole	2690		64.3			643	14.3	0	0			
0004600024800	Cocktail étudiant	1996	11	30	39	34	477	4.90000009536743			6.69999980926514		
0004634400281	Pistacho												
0004636505106	Cheesecake myrtilles	1180	5.3600001335144	16.959999084473	23.010000228882	15.810000419617	282	10.609999656677	0.31000000238419	0.124000000953676			
0004638414437	Chorizo ring	1979	25.5	40.9000015258789	0.5	0.5	473	15.1000003814697			0.600000023841858		
000464162	Noix de coco cubes												
00046473	Cornish Cove Grated Cheddar Mature	1732	24.9	34.2	1.6	0.1	414	21.4	2	0.8	0	0	18
000466	Wellness Noci sgusciate	3017	0.06	69	5	1.5	721	6.1			5.9		
00046701	Crevettes crues decortiquees	301	16.4	0.6	0.3	0.2	72	0.1	0.48	0.192			
0004674486177	Candied pecans	3068	10	66.6666666666667	23.3333333333333	13.3333333333333	733.333333333333	6.66666666666667			6.66666666666667		
00046770	Hocus Pocus Cauldron Box	1464	0.1	0.7	85.5	70.1	350	0.5	0.35	0.14			
0004682	Bacardi												
00046893	Chocolate sandwich fingers	2176	6.2	28.4	58.2	30.7	520	15.8	0.65	0.26	3.2		
000469													
0004690995851	strawberry freeze-dried fruit crisps	1644	3.5714285714286	0	89.285714285714	60.714285714286	392.85714285714	0			17.857142857143		
00047	L-Arginin 99 Pro		0.75										
000471	ISO whey zero												
0004744600083	Creamy peanut butter	2484	21.875	46.875	25	9.375	593.75	9.375	0.8984375	0.359375	6.25		
00047524	Jambon fumé et coleslaw	929	9.2	9.3	24.2	2	222	1.5	0.93	0.372			2
00047548	After Dinner	2222	3.5	28.5	63.2	59.3	531	17.4	0.18	0.072	3.6	0	
00047708	Avocado	2598	19.8	50.2	20.5	5.8	621	7.9	0.68	0.272		0	18
00047814	Cherry Spritzer											0	
0004781809111													
00047838	Cookies	2151	5.5	28.1	58.6	35.1	514	16.4	0.9	0.36			26
00047845	All Butter Viennese	2247	5.4	31.3	57	27	537	19	0.79	0.316			
00047852	Shortbread	2159	5.7	28.2	58.5	14.7	516	16	0.75	0.3	2.7	0	20
00047869													
00047913	jaw breaker	1674	0	0	100	97.692307692308	400	0			0		
00047944	Milk , Dark & Whitr Selection Box	2138	4.2	27.3	61.6	56.3	511	18.1	0.2	0.08			
0004818201017	Nitro Brew	6	0.28169014084507	0	0.28169014084507	0.28169014084507	1.4084507042254	0	0	0	0		
00048339	Snickers	2013	8.6	23	61	52	481	7.9	0.63	0.252			
0004835501510	Brutti E Buoni Alle Mandorle	1841	13.33	16.67	60	46.67	440	1.67	0.50038	0.200152	10	20	
0004840	M&m’s peanut butter	628	3	8	16	14	150	5	0.15	0.06			
0004846076519	Piselli e carotine cotti a vapore	238	3	0.699999988079071	7.69999980926514	2.70000004768372	57	0.100000001490116			3.90000009536743		
0004850826761	Diet 5	9			0.833333333333333	0.416666666666667	2.08333333333333						
00048514	Tacos	1289	9	7.9	49.5	2	308	1.6	1.48	0.592			
00048521	Jalfrezi Curry Kit	640	2.5	10.8	9.3	6.6	153	2	1.23	0.492	4.4		
00048552	Préparation de riz style mexicain	770	3.3	2.2	27.5	2.1	184	0.4	0.6	0.24			
00048569	Oven Toasted Old Fashioned Organic Oats	1569	12.5	7.5	67.5	2.5	375	0	0	0	10	0	-6
0004860446923	Dry roasted edamame	1953	46.6666666666667	236.666666666667	26.6666666666667	10	466.666666666667				20		
00048620	Hot Chipotle chilli paste M&S	649	2.7	4.3	23.6	21.4	155	0.5	2.38	0.952			
00048644	Mexican Taco Kit	444	1.3	70	14.4	13.8	106	20	6	2.4			
00048668	Leralan Coconut Curry kit	962	6.3299999237061	15.260000228882	12.930000305176	4.5599999427795	230	7.8600001335144	0.69999998807907	0.279999995231628			
00048927	100% Pure Maple Syrup	1464	0	0	88.33	80	350	0	0	0		0	14
0004893033336	balsamic vinegar of Modena												
0004900002898	Coke cola diet	0	0	0	0	0	0	0	0.1	0.04			
00049191	4 Mixed Peppers	1862	1.7	47.5	2.6	2.6	445	29.7	0.1	0.04			
0004930040396	Malheur 12	430					102.727272727273						
0004936747930	Iceberg Lettuce	243	0.699999988079071	0.400000005960464	1.79999995231628	1.79999995231628	58				0.600000023841858		
00049467	Comte	1749	26.7	34.6	0	0	418	22.6	0.81	0.324			13
