code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g
0004955415698	Digestives Milk Chocolate	2144	6.87500014901161	24.3750005960464	64.9999976158142	30.0000011920929	512.5	13.1249994039536					
00049795	Mozarella Part Skim	1179	24.647887323944	21.12676056338	3.5211267605634	0	281.69014084507	12.323943661972	1.5845070422535	0.6338028169014	0		
00049801	Geflügel Cocktail-Würstchen												
0004989201113	Pastilles au miel	1573	0.20000000298023	0.10000000149012	93.699996948242	65.900001525879	376	0	0	0			
0005	Citric Acid	0					0					0	
00050													
0005000000005	Lasagnes au saumon poireaux cuisinés	596	6.66666666666667	7	13	2.19999996821086	142.333333333333	3.66666666666667			0.900000015894572		
0005000540518	Pasta Roni Angel Hair pasta with herbs	1297	9	13	41		310	3.5			1		
00050014	papillotte lait etoile												
000500167113	ROCHER												
000500201855													
000500257319													
000500267035													
000500295137													
00050045													
00050166	Honeycomb in honey	1410	0.1	0.4	83.4	73.2	337	0.3	0.1	0.04			
0005022010501	Boule de campagne												
00050241	Greix												
000503002860000143220421	Jambon	1791	18	2.6	18	0.6	428	0.9	2.4	0.96			
0005031706747	Vegan Chao Shreds	1195		21.4285714285714	21.4285714285714		285.714285714286	21.4285714285714					
00050319	Blanche Drao											0	
0005033114335	Cocktail de fruits exotiques	247	0.5	0.5	13	13	59	0.100000001490116			1.60000002384186		
00050333	Salted caramel porter											0	
00050500	Traditional mushroom pasta sauce	196	1.5625	1.171875	8.59375	5.46875	46.875	0	0.91796875	0.3671875	1.5625		
00050501	Proto Keto chips	711	8	14	4		170				3		
00050555	pressed British pear and blackcurrant juice												
00050654	Diet sparkling cloudy lemonade	8	0	0	0.1	0.1	2	0	0	0			
00050678	Diet sparkling fiery ginger beer	4	0.1	0.1	0.1	0.1	1	0.1	0.02	0.008	0.1	0	2
00050685	RED & BLACK GUMS	1485	0.1	0.2	80.5	52.4	355	0.6	0.18	0.072	0.1	0	14
00050692	American Hard Gums	1473	0.1	0.7	86.2	57.3	352	0.3	0.13	0.052			
00050715	Toffee assortment	2021	2.2	20.5	72.2	53.7	483	10.7	0.95	0.38	0.2		
00050722	Chewy Mints	1644	0.1	3.3	90.4	79.1	393	1.5	0.05	0.02		0	
000508	Maca Powder	42	0.5		2	0.5	10						
00050906	Chocolate biscuits	2171	6	26.9	62.3	39.1	519	15.6	0.45	0.18			25
00050913	Chocolate biscuits	2180	6.3	27.3	61.3	40.1	521	15.8	0.38	0.152			26
0005092904557	Coconut Creamer	21			1	1	5						
00050982	Tomate frito	1276	2.0999999046326	2.7999999523163	9.6000003814697	7	305	0.5	1	0.4			7
00050999	Parmentier potatoes	435	1.6	3.9	14.8	0.9	104	1.7	0.38	0.152			
00051	Hazelnuts	2510					600						
0005100000875	Salted caramel gelato	1013	4.04	9.09	34.34	25.25	242	5.05	0.24	0.096	0	0	14
00051019	Eclair café	799	0.51	5	32	20	191	3	2	0.8			
00051026	Turkey feast hand cooked crisps	2130	6.2	32.1	43.9	11.1	509	1.8	1.38	0.552			
00051033													
0005114223604	Saint Hubert Bio												
00051200	All natural English toasting	4	6	0.5	27	1	1	0	0.5	0.2	1		-2
000512463634													
00051248	Winter Berries & Prosecco Hand cooked crisps	2192	6.8	30	54.1	3	524	3	0.7	0.28		0	11
00051378	Diet Sparkling red cherry	21	0.1	0.1	1.1	1.1	5	0.1	0.1	0.04			
00051439	Creamy cheese	1100	4.4	25.2	4.6	3.4	263	16.2	0.48	0.192			
00051446	0% Fat Greek style yogurt	234	8.3	70	4.9	4.8	56	0.3	0.2	0.08			-4
00051453	The Bakers Oven	1101	8.7719298245614	4.3859649122807	49.122807017544	5.2631578947368	263.15789473684	1.7543859649123	0.83333333333333	0.333333333333332			
00051477	0% fat greek style yogurt	234	8.3	0.4	4.9	4.8	56	0.3	0.2	0.08			-4
00051538													
00051613	Ceasar salad	586	3	10	9	1	140	1.5	0.775	0.31	1	8	
00051620	Thick Citrus Bleach												
00051637	Thick Bleach By Sainsburys												
00051651093651	Coconut Butter	2971	6.45	64.52	25.81	6.45	710	61.29	0.08128	0.032512	12.9	100	
00051668	Greek Style Yogurts Unsweetened	519	4.1	9.6	5.4	4.8	124	6.5	0.23	0.092			7
00051675	Thick Bleach Original												
00051705	2 garlic & coriander naans	1151	7.2	5.3	48.2	4.6	275	0.6	0.83	0.332			3
0005173877367													
00051828													
00051958	Comté Doux min 4 mois	1749	26.700000762939	34.599998474121	0	0	418	22.60000038147	0.81000000238419	0.324000000953676			13
0005200004780	Gatorade Zero Sugar with Protein					0		0					
0005200120060	Almond Milk	87	0.833333333333333	1.66666666666667	0.416666666666667		20.8333333333333						
0005210004843	McCormick grill mates texas bbq seasoning											0	
000521585501	kirsch grütze												
0005216437138	Egg roll wrapper	1378	8	0.70588235294118	7.1764705882353	0.70588235294118	329.41176470588	0.35294117647059			1.6470588235294		
0005216437404													
0005216437534													
0005216437657	Pho', Pho Soup Seasoning Spice Cube	1162	11.111111111111	11.111111111111	44.444444444444	44.444444444444	277.77777777778	0	20.277777777778	8.1111111111112	0	0	22
0005216437664	Coconut Tree Brand, Pho Ga Spice Cube	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216437688	Coconut Tree Brand, Kho Tieu Seasoning Spice Cube	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216437695	Coconut Tree Brand, Spice Cube Soup Sessoning	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216437701	Bun Mam Soup Seasoning	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216437732	Coconut Tree Brand, Spice Cube, Hoanh Thanh Soup Seasoning	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216437763	Bo Kho Stewed Beef Seasoning	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216438289													
0005216438500	Coconut Tree Brand, Bun Bo Hue Spice Cube	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216438517	"Coconut Tree Brand, Vegetarian \"Bo Kho\" Seasoning"	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216438524	Coconut Tree Brand, Hu Tieu, Spice Cube, Vegetarian Hu Tieu Soup Seasoning	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216438548	Pho Chay Spice Cube	1301	7.78	5.56	48.89	48.89	311		20.60194	8.240776		0	
0005216438555	Coconut Tree Brand, Spice Cube Seasoning	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216438579	Coconut Tree Brand, Spice Cube Soup Seasoning	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216438623	Coconut Tree Brand, Vegetarian Soup Cubes	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
0005216438647	Crab Soup Seasoning, Spice Cube	1163	7.78	5.56	48.89	48.89	278		20.2775	8.111		0	
00052207	M&S Rosa Vind Tomatoes												
00052252	M&S SWISS Chocolate	2377	7.2	36.8	50.9	49.9	568	22.1	0.2	0.08	2.1		
00052283	Arachides enrobées chocolat au lait	2339	14.6	38.4	36.8	33.3	559	14	0.13	0.052	3.8	0	
00052320	Chocolate	2305	7	34.3	52.4	51	551	19	0.18	0.072			
00052337	""												
00052368	Belgian milk chocolate coated brazil nuts	2489	9.6	46.4	33.3	32.9	595	18.5	0.125	0.05	2.7	0	22
0005238	Chocolate de algarroba	2008	4.3	35	43.8	22.65	480	4					
000523957	Dill pickle Virginia nuts	2540	28.571428571429	50	14.285714285714	0	607.14285714286	8.9285714285714	1.25	0.5	10.714285714286		
0005246	FertilAid for men												
00052504	Organic maple syrup					0		0					
00052603965712	Oat Non-Dairy Beverage	226	1.67	1.04	10	7.92	54	0	0.12192	0.048768	0.8	0	
00052764	Pistachio muffin												
0005295446588	Yogurt French Vanilla	369	3.53	1.18	16.5		88.2	0.882	0.132	0.0529			
00052986													
00053	Chocolat												
00053112	Bicarbonate alimentaire	0	0	0	0	0	0	0	68.2	27.28			
0005312640890	Veganer Fleischsalat	1113	1.70000004768372	25.2000007629395	7.30000019073486	5.30000019073486	266	1.79999995231628			0.100000001490116		
0005329002339	Tomato ketchup	492	0	0	29.411764705882	23.529411764706	117.64705882353	0	2.3529411764706	0.94117647058824	0		
0005329003107	Macarroni and cheese dinner												
0005329003602	Kernel Corn	251	2	1	12	5	60	0	0.5	0.2	3		
0005329700013	Sweetened Condensed Milk	1431	7.8947368421053	7.8947368421053	57.894736842105	44.736842105263	342.10526315789	5.2631578947368	0.22368421052632	0.089473684210528	0		
00053327	British Plain Flour	1554	9.7	1	71.7	0.5	342	0.2	0.03	0.012	3.5	0	-4
00053334	Mixed fruit	1389	2.2	1	76.2	66.1	332	0.3			4.9		
0005340325004	Fire Roasted Red Pepper Chicken Sausage	66944	1200	1000	100		16000	250					
00053433	Sainsbury's Basmati Rice	1508	7.3	1.3	79.8	1.3	356	0.26	0.03	0.012	1.3	0	-1
0005344829003	Sanwinchs de poulet	2176	16.1	4.5	58.2	4.7	520	4.5	2.3	0.92	4.7		
00053525	Wood fired pizza italian salami and spicy roquito pepper	941	10.8	10.2	21.7	2.8	225	4.3	1.1	0.44	1.7	2.6	4
0005357176545	Spicy Chicken Tenders	847	14.2857142857143	8.33333333333333	17.8571428571429	1.19047619047619	202.380952380952	1.19047619047619					
00053587	Pizza Magnificently Meaty	1047	13.2	10.3	25.1	3.9	250	3.5	1.15	0.46	1.9	7	10
0005359665733	Honey Uncured Ham	293	11	1.5	2	3	70	0.5					
000539	Wallnussmehl	1510	45.7	10.4	12.3	12.3	361	1.4	0.05	0.02	18.7		
000539103766	mini pralinés												
000539280	Lait 65% cacao												
00053990	Dinde,farce et bacon sandwich	908	13.8	6.7	23.8	5.9		1.7	1	0.4	2.6		1
00054006030196652698	Framboise												
0005400754805	Cheese & Fruit Starbucks protein box	1024	10.4166666666667	14.5833333333333	8.85416666666667	8.85416666666667	244.791666666667	8.33333333333333			1.5625		
0005404490105	Extra Virgin Olive Oil	3586	0	100	0		857	14.29	0	0		100	
00054072	Festive hot chocolate	2540	10.2	41.7	43.8	27	607	24.5	0.05	0.02			22
00054379	Pineapple slices in juice	234	0	0	12.9	10.2	56	0	0.01	0.004	1		-4
0005444287833	Trader Joe’s GF Plain Bagels	1057	4.04040404040404	4.04040404040404	52.5252525252525		252.525252525253				2.02020202020202		
0005454352671	Polvorones caseros de Guarazoca	2210	6.86	28.3	60.8	21	528.3	9.6					
0005464633535	Collagène pancake	1602	55	6.90000009536743	24	1.60000002384186	383	5			1.20000004768372		
00054751	Festive jewel medley	2021	12.8	28.5	40.4	39.7	483	3.4	0.17	0.068	5.8	43	
00054782	Green thai vegetable curry	582	3.5	5.3	18.4	4.7	139	2.4	0.4	0.16	1.6	0	2
0005493004627	Silk almond cremer	697	0	6.6666666666667	26.666666666667	26.666666666667	166.66666666667	0	0.25	0.1	0		
00055	Gammon Steaks with Pea andMint Sauce												
0005500500449	Termeis												
0005501922011	Water												
0005502502557	Natural Sea Salt												
00055147	Dark Chocolate Almonds	2510	10	40	46.666666666667	33.333333333333	600	15	0	0	10		
00055277	Cage-free eggs	586	12	10	0	0	140	3	0.35	0.14			-1
00055376	Fish & Chips	669	6.5	6.9	17.3	1.8	160	0.7	0.63	0.252			
0005540	Chips de Crevettes												
0005543004607	Vanilla Almond Creamer	105		1	4	4	25						
0005550060016	Jambon	488	21.9999996821086	2.6666667064031	1.66666666666667	1.66666666666667	116.666666666667	1.00000003973643					
0005550445233	Huile d’olive	3464		92			828						
000555452222	Caramélie au beurre salé								0	0			
0005554603431	Riz thaï	1456	7.59999990463257	1.10000002384186	77		348	0.300000011920929					
0005560303523	Mamzouj	387	2.8	2.5	14.7		92.5						
00055734	Cajun chicken breasts	357	15.211267605634	2.3239436619718	0.70422535211268	0.49295774647887	85.211267605634	0.42253521126761	0.10563375	0.0422535	0.35211267605634		
0005577107749	Rice  cake	1627	11.1111111111111		77.7777777777778		388.888888888889						
00055888													
0005603734307	Mangue passion	197			11	10	47						
0005627800217													
0005632444482	Manhattan salade	2494	24	34	45	11	596	7.40000009536743			7		
00056366													
0005640513033	Blanc de poulet	431	20	2.09999990463257	0.800000011920929	0.800000011920929	103	0.600000023841858			0.400000005960464		
00056434	Diet Lemonade	13	0.5	1	0.5	0.5	3	0.1	0.5	0.2			4
00056489	Fertile Eggs												
00056496	Figues	280	0.85	0.3	14.3	14.3	67	0.069	0.1	0.04			
000565	Sympathy for the apple	2280	2.4	6.2	14.8	13.6	545	3					
0005651478475	Cipollata de veau	950	13.5	17.7000007629395	3.40000009536743		227						
00056588	Cherryade	4	0.5	0.5	0.5	0.5	1	0.1					
00057	Huile essentielle GENÉVRIER												
00057004	Paleta ibérica	2121	24.6	45.3	0	0	507	19.8	2.4	0.96			
00057189	Jamon Etiqueta Oro	2121	24.6	45.3	0.1	0.1	507	19.8	2.4	0.96			
0005727989782	Pâte à tartiner	2272	7.40000009536743	33	52	50	543	9.5			1		
0005739322782	Curiosity Cola	142			7.80000019073486	7.80000019073486	34						
00057554	Sourdough bread	1172	8	1	58	0	280	0	1.65	0.66	2		
00057646	Blueberry Flax Granola	1852	8.1967213114754	14.754098360656	73.770491803279	26.229508196721	442.62295081967	1.6393442622951	0.28688524590165	0.11475409836066	6.5573770491803		
000576606001	Latte uht												
00057813	Trade joe's, spicy black bean dip	448	7.14	0	21.43	0	107	0	1.4275	0.571	7.1	0	-2
00057848	Soupe forestiere	1067	0.9	3.2	5.3	0.6	255	2	0.73	0.292			
00057905	Authentic Greek Yogurt	561	6.4	10.1	4.2	3.9	134	7	0	0	0.1		
00057912	Chunky vegetable & beef soup	201	2.0999999046326	0.89999997615814	7.3000001907349	2.9000000953674	48	0.40000000596046	0.40000000596046	0.160000002384184			
00057981	Soupe petit pois menthe	201	1.7	2.1	4.6	1.8	48	1.2	0.5	0.2			2
00057998	Thai green chicken curry soup	272	1.9	3.4	6.1	1	65	2.6	0.48	0.192	1.1	12	2
00058001	Bramley Apple Crumble	1159	2.5999999046326	10.800000190735	41.799999237061	21.10000038147	277	6.1999998092651	0.30000001192093	0.120000004768372	2.2		11
0005800698280	Kartoffelsalat												
00058018	Bramly Apple & Blackberry Crumble	1192	2.8	11.8	41.1	21.1	285	6.8	0.25	0.1			8
00058042	Émincé de filet de dinde												
00058070	Mint Crunbles	1607	0.2	0.2	95.4	92.6	384	0.2	0.1	0.04			
00058087	Toffee chocolate eclairs	2000	2.6	19	73.9	47.5	478	10.3	0.93	0.372			
00058148													
00058179													
000582430036602100003287	Jamon gran reserva cortado a maquina envasado al vacio	1008	31	13	0	0	241	4.8000001907349	3.9000000953674	1.56000003814696			
00058247													
00058285													
00058292													
00058345724	Bouef bourginion	3766	0	100	0	0	900	16	0	0			
00058391													
00059029	Orange sans pulpe	201	0.8	0	10	0	48	0	0	0			
00059275	Chicken Chili with Beans												
00059398	Whole foods peanut butter	2409	24.242424242424	48.484848484848	21.212121212121	6.0606060606061	575.75757575758	7.5757575757576	0	0	9.0909090909091		
0005944830430	Caesar salad	887	14	13	8.69999980926514	2.29999995231628	212				2.29999995231628		
00059589	Minted baby potatoes	285	1.5	2.1	9.8	1.3	68	1.1	0.15	0.06			
00059596	Sweet potato wedge	448	2	2.4	17		107				5		
0005961607	Taro Chips	2241	3.5714285714286	25	67.857142857143	53.571428571429	535.71428571429	1.7857142857143	0.49107142857142	0.196428571428568			
00059619	Roasting potatoes	348	1.51	2.62	12.7	0.0889	83.1	1.11	0.458	0.183	1.29		3
00059640	Rosemary and garlic potatoes	1414	1.4	2	13.5	0.1	338	0.2	0.25	0.1			
00059657	Crispy Potato Wedges	356	1.1	3.5	11.5	1.3	85	1.2	0.43	0.172		0	
00059671	Mediterranean Roasting Vegetables	159	1.1	1.2	5.1	4.9	38	0.2	0.13	0.052			
00059688	Layered Classic Vegetables	234	1.2	3.4	4.1	0.6	56	2	0.25	0.1	2.2		
00059718	Layered Peas, Carrots, Sweetcorn & Brocccoli with seasoned butter	326	2.8	4.2	5.4	0.7	78	2.3	0.33	0.132	3.9	46	-3
00059749	Honey And Mustard Parsnips￼												
00059763	Carlic Mushrooms	498	4	8.5	6	2	119	4.9	0.23	0.092			
00059817	Tomato ratatouille & cheddar mushrooms	314	4	2.7	7.5	2.4	75	1	0.63	0.252			
00059855	White Cheddar popcorn	2241	10.714285714286	35.714285714286	46.428571428571	10.714285714286	535.71428571429	5.3571428571429	1.875	0.75	7.1428571428571		
0005990000832	Yaos	519	2.40000009536743	6.80000019073486	13.3999996185303	12.6999998092651	124	4.5			0.100000001490116		
0005990030853	Yaourt laitière	397	3	3	13.1000003814697	13.1000003814697	95	2					
00059918	a											0	
00059992	Chunky Guacamole	469	1.7	6.9	7.6	0.9	112	1.8	0.88	0.352	6.5		-1
0006	Walnüsse Bruch	1600	73.3	5.67	8	6	383	3	1.4	0.56		0	22
0006000019356		1388	6.3	12	48	20	330	7.7	0.6	0.24			
000600002458	oeuf de goeland chocolat vrac	397	5.9	47	34	31	95	29	0	0			17
0006000077356	Golden home protein pizza crust	502	20	1.5	10		120						
0006006004707	Hamburguesa amb formatge manxex D.O.P												
0006006006398	David's cookies	1849	4.6511627906977	23.255813953488	58.139534883721	32.558139534884	441.86046511628	8.1395348837209	0.69767441860465	0.27906976744186	2.3255813953488		
0006015	Prunus Dulcis Mandelöl Basisöl											0	
00060172	Honey roasted almonds	2231	16.666666666667	40	36.666666666667	23.333333333333	533.33333333333	3.3333333333333	0.70833333333333	0.283333333333332	10		
00060256290	Guerre et histoire					0		0					
0006034014877	VIV 3 grãos morango	552	5.40000009536743	4.80000019073486	17		132	3					
000604	banana sily yellow	2284	3.1	33.4	58.5	0	546	0			0		
000604003102	HONDURAS												
0006043000014	Ricotta di bufala	523	8	15	2	2	125	10					
00060462	Ingles bakery plain bagels												
00060486	Bagels												
000605	banana mari	2322	2.77	36.21	54.58	0	555	18			0		
000605220003	semplicissimi doria												
00060707	Peanut Butter												
00060738	Classic Pork sausages (78% pork)	979	13.7	18.2	3.2	1.4	234	6.3	1.3	0.52			
00060783	Milk Chocolate Bar	2356	7.7	32.6	58.8	58.8	563	20	0.2	0.08			
00060790	White chocolate bar	2343	6	33.799999237061	58	58	560	20.799999237061	0.23000000417233	0.092000001668932	0.1	0	27
0006085004	Citrus mint green tea												
00061	Gerstenbackmalz	1234	29.3	6.14	16.5	15.8	295	0.85	0.61	0.244			3
0006100001213	Riz à la méditerranéenne												
0006100008441	White Tiger Garnelen Provence												
00061049	Miel de flores					0		0					
000611	Xylit	988		0	100	0	236		0	0	0		
00061216	Organic coconut sugar					0		0					
00061308	Onion bagels	1157	10.63829787234	1.3829787234043	55.31914893617	8.5106382978723	276.59574468085	0.31914893617021			1.7021276595745		
00061322	Bran	1674	4	21.333333333333	48	22.666666666667	400	3.3333333333333	1.2666666666667	0.50666666666668			
00061353	Pesto Rosso Tomatoe Based Pesto	711	3	14	8	3	170	2			2		
00061360	Cashews	2420	14.109347442681	47.619047619048	28.218694885362	3.5273368606702	578.48324514991	8.4656084656085	0.035273368606703	0.0141093474426812	0	0	15
0006150635	ice cream starter mint chocolate chip	413	2.4691358024691	20.37037037037	22.222222222222	21.604938271605	98.765432098765	12.345679012346					
0006154700001	Juustokierre	1636	9.60000038146973	25	33	4.90000009536743	391	12			1.39999997615814		
00061568	Houmous	1201	5.9	24	10	0.5	287	2.2			3.9		
00061575	Strong white bread flour	1439	13.39999961853	1.2999999523163	68.199996948242	1.3999999761581	344	0.30000001192093					
0006158006604	Almond and Cashew Milk	227	4.16666666666667	3.33333333333333	1.25	0.833333333333333	54.1666666666667	0.208333333333333					
00061629	Jamón de bellota	1490	30.6	25.5	1	0.5	356	9.7	4.08	1.632			
00061636													
00061667	Organic Buckwheat Groats	1455	13.0434782608696	3.26086956521739	71.7391304347826		347.826086956522				10.8695652173913		
0006167023135	Saladine, cashews, sesame and pistachios brittle slice	2201	13.16	28.95	55.26	50	526	5.26	0.1325	0.053	5.3	50	15
00061827	Dark Chocolate Appeals	2092	3.3333333333333	33.333333333333	60	53.333333333333	500	30			3.3333333333333		
00061834	Madeleines pur beurre	1423	6.4	13.8	46.8	23.5	340	8.1	0.8	0.32			
0006191530180	Dumpling with pork and coriander	808	7.40000009536743	8.19999980926514	23	1.39999997615814	193	2.40000009536743			1		
00062015	Sauce aux poivrons rouges et tomates séchées												
00062039	Gluten free turkey feast	871	11.9	7.52	20.8	4.5	208	1.4	0.982	0.393	4.91		
00062046	Milk Vitamin D added	279	3.3333333333333	3.75	4.5833333333333	4.1666666666667	66.666666666667	2.0833333333333					
00062053	Vitamin D Milk	262	3.3333	3.3333	4.5833	4.5833	62.5	2.0833	0.11979175	0.0479167	0	0	
00062060	Homogenized Vitamin D Milk	262	3.3333333333333	3.3333333333333	4.5833333333333	4.5833333333333	62.5	2.0833333333333	0.11979166666667	0.047916666666668			
00062077	Reduced fat milk	227	3.75	2.0833333333333	5.4166666666667	5	54.166666666667	1.4583333333333	0.10416666666667	0.041666666666668	0		0
00062084	2% Milkfat reduced fat milk	209	3.3333333333333	2.0833333333333	5	5	50	1.25	0.11979166666667	0.047916666666668	0		
00062091	Reduced fat milk	2	4.1666666666667	2.0833333333333	5.8333333333333	5.8333333333333	0.41666666666667	1.25	0.13541666666667	0.054166666666668	0		
00062107	1% Milkfat low fat milk	209	4.1666666666667	1.0416666666667	5.8333333333333	5.8333333333333	50	0.625	0.14583333333333	0.058333333333332	0		
00062114	1%milkfat Low Fat Milk												
00062121	lowfat milk	209	4.1666666666667	1.0416666666667	5.8333333333333	5.8333333333333	50	0.625	0.14583333333333	0.058333333333332			
00062138	Fat free milk	139	3.33	0	5	5	33.33	0	0	0			
00062145	Milk	157	3.3333333333333	0	5	4.5833333333333	37.5	0	0.098958333333333	0.0395833333333332	0	0	-1
00062152	Fat Free Milk	377	8	0	12	11	90	0	0.2375	0.095	0		
00062169	Half & Half	558	3.3333333333333	11.666666666667	3.3333333333333	3.3333333333333	133.33333333333	6.6666666666667	0.16666666666667	0.066666666666668			
00062176	Half & Half	558	3.3333333333333	11.666666666667	3.3333333333333	3.3333333333333	133.33333333333	6.6666666666667	0	0	0	0	5
00062190	Cottage cheese	407	10.619469026549	4.4247787610619	4.4247787610619	2.6548672566372	97.345132743363	2.6548672566372	0.7079646017699	0.28318584070796	0	0	1
00062206	Small Curd Low Fat Cottage Cheese	333	11.5044	1.7699	4.4248	3.5398	79.646	0.885	0.7079645	0.2831858			-2
00062213	Fat Free Cottage Cheese	30	11.504424778761	0	5.3097345132743	3.5398230088496	7.0796460176991	0	0.86283185840708	0.345132743362832			-2
00062220	Cottage cheese	296	11.504424778761	0	5.3097345132743	3.5398230088496	70.796460176991	0	0.86283185840708	0.345132743362832		0	-2
00062237	Sour cream	837	3.3333333333333	16.666666666667	6.6666666666667	6.6666666666667	200	10	0.16666666666667	0.066666666666668	0		12
00062244	Light sour cream	558	6.6667	8.3333	6.6667	6.6667	133.3333	5	0.25	0.1	0	0	
00062251	Cream line whole milk yogurt plain	345	3.53	4.71	7.06	5.29	82.4	2.06	0.118	0.0471	0		2
00062268	Nonfat Yogurt Plain	172	5.2941176470588	0	5.2941176470588	4.7058823529412	41.176470588235	0	0.16911764705882	0.067647058823528			
00062299	Chicken jalfrezi & pilau Rice	556	8.2	4.5	13.9	8.4	133	4.4	2.5	1	2.2	17	14
00062374	Organic tofu	299	7.1429	3.5714	2.381	0	71.4286	0					
00062381	Salted Caramel Hazelnut Millionare		3.2	24.8	63.3	34.2			0.45	0.18	0.8	5	
0006238567810													
00062398	Honeycomb Crispy Bar	2000	4.1	19.5	71	45.4	478	11.1	0.425	0.17	0.8		
00062503	Guinea Fowl												
00062527	Butter quarters salted	2989	0	78.5714	0	0	714.2857	50	1.60714275	0.6428571			
00062534	Butter Quarters Unsalted	2989	0	78.571428571429	0	0	714.28571428571	50	0	0	0	0	
00062589	Percy pig	1431	1.1	0.2	84	58.8	342	0.1			0.5		
00062611	كريم شانتيه ساده												
00062619	Cultured Lowfat Buttermilk	192	3.75	0.83333333333333	5.8333333333333	5	45.833333333333	0.625	0.25	0.1	0		
00062770	British Petis Pois	389	6.9	1.5	10.4	2.2	93	0.6			5.3		
000628	Madeleines Chocolat												
00062855	Bircher style summer muesli Greek style yogurt	243	2.41	1.08	9.13	5.59	57.9	0.359	0.0513	0.0205	1.08	16	-1
00062862	Roast chicken & avocado	883	10.4	9	20.7	1.7	211	3	1.1	0.44		14.4444444444444	3
00062886	Crinkle cut chips	2879	2.3	5.8	24.1	0.5	688	2.4	0.35	0.14	3.1		
00062916	vanilla yogurt	332	4.8458149779736	0	14.977973568282	14.537444933921	79.295154185022	0	0.17621145374449	0.070484581497796	0		0
00063	Fit protein crème	2154	21	37	33	7.30000019073486	514.820007324219	8.60000038146973			2.70000004768372		
000630001820000435281120	Fricadon	753	20	9.9	2.6	0.7	180	3.5	2.72	1.088			
00063003	Poulet basquaise	351	66	2.6	7.9	1	84	0.6	1	0.4			
0006306662973	Fresh greens												
0006307421135	Dry Cured Cracking Gamon	2975	19.700000762939	9.3999996185303	1.3999999761581	1.2999999523163	711	3	3.0499999523163	1.21999998092652			
0006326340943	Tartelette au citron	1833	4.59999990463257	26	46	31	438	12			0.800000011920929		
00063326	Cookie												
00063333	Emmental	1523	28	28	0.5	0.5	364	19	0.6	0.24			
00063340	Week-end chocolat-orange												
0006345049070	Jambonneau à l’os	761	27	8.2	0.1	0.05	182	2.9	1.5	0.6	0	0	5
0006351702068	Chocolate sea shells	2391	7.1428571428571	38.095238095238	47.619047619048	42.857142857143	571.42857142857	14.285714285714	0.17857142857143	0.071428571428572	0		
00063661	low fat vanilla almond granola											0	
00063715	Granola sprouts											0	
00063906	Longuet Jausierois Sariette Olives noires												
0006394624518													
00064064	Grain free granola bar	2510	17.142857142857	48.571428571429	31.428571428571	17.142857142857	600	12.857142857143	0.42857142857142	0.171428571428568	8.5714285714286		
00064149	Wahoo fumé au bois de hetre	674	33	3.3	0	0	161	0	3.2	1.28			
00064170	Gummi Worms	418	1.1111111111111	0	23.333333333333	14.444444444444	100	0			0		
0006420033641	Passata	105	1.1666666666667	0	5	5	25	0	0.10416666666667	0.041666666666668	1.6666666666667		
000642175000	Oeuf Bio - plein air								0	0			
0006423460193	Sorini, chocolart, assorted milk chocolate pralines	2247	4.88	31.71	58.54	56.1	537	21.95	0.1825	0.073	2.4	0	24
0006423461077	Sorini, passion, assorted milk chocolate	2201	5.26	28.95	63.16	57.89	526	18.42	0.1325	0.053	2.6	0	24
0006423462951	Sorini italia, assorted chocolate pralines	2301	5	32.5	60	57.5	550	22.5	0.22	0.088	2.5	0	24
00064255	Chicken mushroom and rice soup	280	3	2.8	7.2	1.1	67	0.7	0.48	0.192	0.6		
00064347	Bratensoße												
0006440000303	Cocktail Garnelen	272	14	1	0.5	0.5	65	0.300000011920929					
0006446001977	Milk Chocolate Balls With Cream And Chocolate	2293	7.14	35.71	54.76	52.38	548	21.43	0.21082	0.084328	2.4	0	
0006446001984	Confiserie heidel, chocolate ball	1891	4.76	28.57	45.24	42.86	452	19.05	0.12	0.048	2.4	0	22
0006446002264	Heidel confiserie, chocolate balls filled with milk cream and chocolate	2301	5	32.5	55	52.5	550	22.5	0.1875	0.075	2.5	0	24
0006446002660	Heidel, merry christmas chocolate balls	2360	5.13	35.9	56.41	53.85	564	23.08	0.095	0.038	2.6	0	25
0006446002677	Confiserie heidel, merry christmas chocolate balls filled with praline cream	2301	5	35	55	52.5	550	22.5	0.125	0.05	2.5	0	24
