code	product_name	energy_100g	proteins_100g	fat_100g	carbohydrates_100g	sugars_100g	energy-kcal_100g	saturated-fat_100g	salt_100g	sodium_100g	fiber_100g	fruits-vegetables-nuts-estimate-from-ingredients_100g	nutrition-score-fr_100g
00010900	Salade fuilli poulet curry	552	6.2	4.3	16.1	1.5	132	0.6	0.49	0.196	1.3		-1
0001090092333	Graten del pescador	711	5.7	9.5	14.8	2.7	170	3.5	0.92	0.368			
0001094009849	Pain multicereales	1134	9.6	4.1	46	2.3	271	0.4	1.44	0.576			
00010948	Taboulé	728	1.1	6	24.5	5	174	0.7	1.1	0.44	2	28	5
00010962	Pommes de terre ciboulette	494	1.9	4.3	16.8	7.9	118	0.9			2		
00011	Bio Reishi Pilz gemahlen												
0001100000006	Dátiles Medjoul	1180	2.4000000953674	0.40000000596046	75	63.400001525879	282	0					
0001100000136	helle Soße												
0001100064084	Balocco, bambu extra cream wafer filled with hazelnut cream	2159	9.68	29.03	54.84	25.81	516	22.58	0.3225	0.129	3.2	0	19
00011001	En massion confit d'ail aux herbes de Provence												
000110043	Proteines chocolat au lait	2109	17	28	30	27	504	17	1.0199999809265	0.4079999923706			
000110114	Bulk Powders Pure Series					0		0					
00011013	Chipolatas supérieures												
00011021096	Foie gras de canard du Périgord	2276	7.1	56	23	0.6	544	23	1.9	0.76		0	24
00011044	Pommes de terre tartare de légumes	364	1.9	1.5	15.4	1	87	0.2	0.16	0.064	2		
000110492	Porridge protéiné chocolat framboise	26	1.3333333333333	6.2666664123535	46.666666666667	1.1999999682109	6.2666664123535	1.3333333333333	0.40000001589457	0.160000006357828			
00011051096	bloc de foie gras de canard												
0001106000000	Almond thins	795	5	6.00000023841858	30	15	190	3.00000011920929			5		
00011081076													
0001108217	Médaillon au foie gras de canard et aux champignons												
0001108523	rillettes de canard	1745	15	39	0.5	0.5	417	13	1.3	0.52		0	20
0001108545	Terrine de magret de canard au Sauternes												
0001108707	sauce Périgueux												
00011091090													
00011091096													
00011091547	Terrine de campagne aux cèpes	1289	14	27	2.5	0.5	308	9.6	1.3	0.52			17
00011091664	Terrine de canard au miel du périgord												
0001109205	Fluteaux de jambon												
0001109543	Terrine de pintade	950	15	17	2.79999995231628	0.100000001490116	227	7.09999990463257					
000111	test											0	
0001110000003	Reishi	895	10.63	2.2	1.61	0.5	214	0.56	0.01	0.004	72.73		
0001110000010	cervelas												
00011105	Coleslaw	649	1.1	12.5	8.2	8.2	155	0.9	0.8	0.32	2.5	71.3846153846154	1
000111100299251122	Mezzelune alla zucca, salvia e zenzero	573	5.9	4.9	17	2.2	137	0.6	0.57	0.228	0.6		
0001111008504	food											0	
0001111052230	Beef Bologna	1030	14.1	19.4	1.76	0	247	10.6	2.16	0.864	0	0	22
000111106	Chocolate whey balls dark chocolate	3933	4.4	22	47.5	19.1	940	13.8					
00011110676177	Strawberry Preserves	1046	0	0	55	50	250		0	0		16.6666666666667	
0001111085033	poop											0	
00011110877093	Lumaconi Giant Pasta Shells Italian Macaroni Product	1494	14.29	0.89	71.43	1.79	357	0	0	0	3.6	0	
00011110881373	Vindaloo Sauce	427	1.69	6.78	9.32	4.24	102	0.42	1.50622	0.602488	1.7	5.26315789473684	
00011110913418	Tofu Firm	372	8.86	3.8	2.53	0	89	0	0	0	1.3	0	
00011132	Garrofina	2314	9.4	46.4	21.5	10.92	553	3	0.075	0.03			5
00011135	Crema de avellana	2314	9.4	46.4	21.5	10.92	553	3					
00011136	Baguette Parisien	929	11.7	3.3	38.4	1.8	222	2.1	1.7	0.68	2	0	9
0001114782677	Soupe potiron Chataignes												
0001114828	Chocolats de traditions												
00011150	Baguette Lyonnais &quot;Petit prix&quot;	1213	12.5	4.5	41	2	290	4.5	2.3	0.92	9.4	0	12
00011152021409	Sweet Cooking Rice Seasoning	975	0	0	46.67	43.33	233		1.524	0.6096		0	
000111534	Protein Mug Cake Chocolate	3138	40	4	56	10	750	1.58	3.14	1.256			
00011181	Orange juice	192	0.8333	0	10.8333	8.75	45.8333	0	0	0			
0001119676	Coq au vin de Bergerac	1015	12	17.1	7.7	1.1	242.5	4.5	1.4	0.56	0.3		
00011198	Suédois Poulet	879	8	0.9	22.6	4.3	210	0.9	0.8	0.32	2	89.2	-6
00011200	Rochers noix de coco	1854	5.8	24	49		443						
0001120000000	Fo-Ti	1280	6.81	1.17	56.32	5.59	306	0.45	0.6	0.24			2
00011201096	Foie gras canard Périgord												
0001120209	Pâté au foie de canard												
0001120229	Medaillon au chevreuil et au foie de canard	1243	13	26	2.4	0.4	297	9.9	1.4	0.56			
00011204	Arpi’s Beef Shawerma Seasoning	774	17.7	12.4	0.7	0.6	185	4.3	1.9	0.76			
0001120563	Terrine au jambon du Périgord et tomme du sarladais	1314	14.4	27.8	1.6	0.1	314	10.2	1.7	0.68			20
00011211	Chiponatas	996	14.7	19.5	1	0.5	238	6.9	1.5	0.6			
0001122412	Rôti de porc en gelée	653	20	8.5	0.5	0.5	156	3.4	1.2	0.48			
0001122565	Terrine de campagne du Périgord aux châtaignes	1176	14	23	4.5	0.5	281	8.2	1.4	0.56			
0001122566	Terrine d’oie au foie de canard	1678	27	32	1	0.6	401	9.3	2	0.8			22
000112259	Chia Seeds	1824	20	31	2	0	436	3	0	0			
0001122734	Saucisson sec au canard	1866	31.1	35.4	2.2	2.2	446	12.95	4.53	1.812			25
0001122799	Chutney de figues	925	1.1	0.3	52	1	221	0.1	2	0.8		60	9
0001122808	Confiture extra de figues aux noix du Périgord	1063	1.6	3.7	52.7	47.3	254	0.34	0.023	0.0092			12
0001122816	Moutarde aux noix aromatisee	828	5.6	14	11	4.9	198	0.9	4.8	1.92			13
0001122818	Confiture extra de fraises de Dordogne	992	1.26	0.1	57	57	237	0					
0001122919	Nougat tendre aux noix du Périgord AOP	1983	4	17	44	42	474	2	2	0.8	0		
0001123550	Terrine de caille aux pruneaux d'Agen												
0001123558	Terrine de cerf	967	15	18	2.3	0.8	231						
0001123567	Terrine de Cerf aux Champignons des Bois	967	15	18	2.3	0.8	231	6.9	1.3	0.52	0		13
0001123667	Canard sauce aux girolles et foie gras	833	15	15	0.5	0.5	199	5.8	1.22	0.488			
000112384	Bulk Powders					0		0					
0001124003380	Petits Fours Secs												
00011251085	Foie de canard aux figues												
000112544596	fanta												
000112619997													
0001126218	Tartina de foie canard pépites figue												
0001126220	Tartinade de foie gras de canard aux cèpes												
0001126223	Tartinade au foie de canard et à la Truffe	1314	10	29	3.59999990463257	2.5	314	10					
000112640151	coca cola Energy												
000112652215	cocakola												
0001126673	Parmentier de canard et puree a l’ancienne	423	8.8	4.1	7	0.5	101	2	0.66	0.264			
0001127663													
0001127677	Cassoulet a la cuisse de canard confite	653	10	9.3	5.9	0.7	156	3.4	0.6	0.24			1
00011281070	Foie gras d'oie Périgord												
00011281076	Foie gras d'oie du Périgord												
000112886	Pure Series proteine					0		0					
0001129648	Saucisse de canard aux pois cassés	561	11	5.59999990463257	8.89999961853027	0.5	134	2.09999990463257					
0001130000007	Rosa de Mosqueta en polvo	1209	7.44	2.58	41.92	12.55	289	0.38	0.004	0.0016	34.32		-4
000113058	Complete breakfast smoothie stranwberry & banana	5711	38.3333	5	31.6667	8.3333	1365	0	0	0			
000113405	Ultra fine oats	6276	11	8.1	61.3	1.5	1500	1.6	0	0			
00011341	Pois chiche	498	5	1.1	22.6	4.8	119	0.1	0.8	0.32	4.4	0	-2
000113425	Bulk Powders Gainer Chocolate	1669	29.9	6.6	49.1	1.3	399	3.1	0.52	0.208			
000113474	Proteine												
00011352	Ginger curd					0		0					
000113584	Cramberries	5356	0.1333	1.4	82	60	1280	0.1333	8.00000025	3.2000001			
000113827	Pancake Mix Mapple	1531	72	2.3	13.8	1.8	366	0.5	1	0.4			
0001140000004	Rosa Mosqueta en polvo	1209	7.4400000572205	2.5799999237061	41.919998168945	12.550000190735	289	0.37999999523163					
00011402	Boeuf entrecote												
000114131	Pure whey protein	1745	75	7.5	10	10	417	5	0.351	0.1404			12
000114234	Pure whey isolate, chocolate caramel	2013	26.12	0.67	1.2	1.2	481	0.05	0.15	0.06			1
0001144686792	Mikado Chocolat au lait	2025	6.80000019073486	20	68	33	484	11			3.29999995231628		
000114586													
0001146901886													
0001150000001	Manteca de cacao en obleas	3761	0	99.89	0	0	899	63.07	0.003	0.0012			19
00011501	Curiously Strong Mints	1665	0.9	0.5	96	96	398	0.5	0	0	0.1	0	14
0001150115330													
00011518	L offre du boucher	1092	13.9	21.4	3.3	1.3	261	9.9	2.04	0.816			
000115428	Complete greens unflavoured	1284	42	2.6	17	7.6	307	0.9	1.47	0.588			
000115621	Ultra fine oats					0		0					
000115879	High protein dessert	1538	1.475	3.85	8.5	4.2	367.5	1.475	2	0.8			
00011600	6 British Large Eggs	547	12.6	9	0.1	0.1	131	2.5	0.38	0.152	0	0	-1
0001160000008	Ajo granulado	1439	51	4	36.9	12.4	344	0.7	0	0	22		
00011608	Cargando…												
000116141	Instant Oats	1510	11	8.1	61.1	1.5	361	1.6					
00011631	Pasta box carbonara												
00011679	Cookies Belgian chocolate chunk	2100	5.4	26	60.1	37.4	502	15.2	0.9	0.36	2.8	0	25
000116808	Protein Pancake original mix	1531	72	2.3	13.8	1.8	366	0.5	1	0.4			
00011686	All Butter Sultana Cookies	1866	5.5	17.9	64.3	34.7	446	11	0.850000000000001	0.34	3	0	22
0001169091106	Crespelle	753	1.2	5.4	32	0	180	2.3	1.6	0.64			
00011693	All Butter Belgian White Chocolate Chunk Cookies	2171	5.5	29.1	58.4	33.5	519	17	1	0.4	1.3	0	26
00011709	All Butter Fruity Flapjack Cookies	1887	5.1	20.5	59.3	36.5	451	13.3	0.779999999999999	0.312	4.2	27	22
000117119	Pure whey   White chocolate	523	22.5	2.5	3	3	125	1.5			0.119999997317791		
00011716	British medium eggs	548	12.6	9	0.1	0.1	131	2.5	0.38	0.152			-1
00011723	Pistachio almond cookies	2209	10.7	32.1	46.9	20.7	528	14.9	0.65	0.26	4.5	22	18
000117263	Puré series	2188	10	2	2	2	523	1.5	0	0	22		
00011730	Cranberry & Orange Cookies	1799	4.4	15.2	67.5	41.2	430	8.6	0.75	0.3	2.7	29	23
00011747	Triple Belgian Chocolaté Chunk Cookies	2184	5.6	29.3	57.4	34.4	522	17	0.85	0.34	2.9		23
00011754	Cookies Stem Ginger	1979	6.1	20.8	63.6	31.8	473	13.7	0.58	0.232	3.3	0	21
000117596	Complete mass vanilla	1669	30	6.6	49	1.3	399	3.1	0.52	0.208			
000117702	Protein mug cake chocolate	1573	47.8	5.3	31.2	5	376	1.58					
00011778	Stem Ginger Cookies	1809	6.1	13.3	70.2	35.7		7	0.83	0.332	2.5	0	19
00011785	Cookies pépites chocolat et noisette	2100	6	25.3	61.1	33.4	502	11.9	0.63	0.252	3	0	22
00011792	Belgian White Chocolate Chunk Cookies (Reduced Fat)	1824	5.3	17.8	69.3	42.5	436	10.2	0.73	0.292	1.2	0	
000117965	High protein dessert tiramisu	1540	75	3.84	8.5	4.2	368	1.49	0	0			
0001180000002	TRIBULUS TERRESTRIS	1105	14.31	7.37	6.79	0.1	264	0.67			56.76		
000118074	Bulk powders					0		0					
00011815	Burdock root	1981	6.1	20.8	63.6	31.8		13.7			3.3	0	
0001182000086	Salat der Saison Dressing für Feldsalat												
00011839	Smoothie Strawberry & Banana	238	0.9	0.3	12.1	10.6	57	0.3	0.03	0.012	0.7	73	12
000118532	Complete Mass Chocolate					0		0					
000118973	Complete protein porridge chocolate raspberry	1498	28.7	6.3	46.8	1.2	358	1.3	0.3	0.12			
0001190000009	Coco rallado	2761	6.88	65.53	7.35	7.35	660	57.22	0.09	0.036			
000119008	Chocolate whey balls, milk chocolate	1941	20	18.3	53.2	40	464	11.5	0.19	0.076			
0001190283808	Chocolate mousse	318	10	1.60000002384186	5	4	76	1.10000002384186					
00011945	Carottes râpées	255	1	3.5	5	4.5	61	0.2	0.7	0.28	2.5	0	1
000119804	Whey protein	1745	30	2	6	2.6	417	1.5	0.111	0.0444			1
00011983													
0001200000005	Aceite coco	3766	0	100	0	0	900	89	0	0	0		
0001200001217	comte												
0001200018116	Bubly Sparkling Water Blackberry	0	0	0	0	0	0	0	0	0	0		
000120006751886													
000120083	PURE WHEY PROTEIN VANILLA					0		0					
00012023													
000120271	Protein  spéculos	1701	76.3333320617676	7.66666650772095	8.66666634877523	8.66666634877523	406.666666666667	5			0.399999991059303		
0001204204034	Friton pur porc	1745	14.3	34	0.1	0.1	417	15.3	4	1.6			
000120504	Ultra fine oats	1510	11	8.1	61.1	1.5	361	1.6					
00012065	cooked shrimp medium	246	12.941176470588	0.58823529411765	0	0	58.823529411765	0	0.47058823529413	0.188235294117652	0		
0001210078780	Mini Prince Sablés Goût chocolat												
00012126	Passion fruit	243	2.8	0.4	5.7	5.7	58	0.1	0.1	0.04	10.4	100	-10
00012133	Macédoine mayonnaise	519	1.9	10.2	4.6	1.2	124	0.8	0.81	0.324	2.9		
0001213490037	Manaqish zatar												
00012140	Salade végétarienne	252	2	1.9	7.4	2.2	60.2	0.3	0.3	0.12	1.5	39.5	-1
000121457	Pure whey coconut and pineapple	1745	77.3	7.5	10	10	417	5	0.15	0.06	23.2		6
00012157	Chicken Burritos	439	9.2	6.8	6.5	1.5	105	1.08	0.75	0.3	0.9		0
000121618	Gluten Free Ultra Fine Oats	1531	12.3	6.2	60.5	1.2	366	1					
0001217	26 38	1076	12	13	24	0.07	256	4.1	1.2	0.48	1.1	0	11
000121784	Complement récup	1565	30	1.39999997615814	59.5999984741211	15.6000003814697	374	0.349999994039536			1.60000002384186		
000121805	Complete shake tout en 1	6276	58.3	3.8	34.1	4.3	1500	2.5	0.5	0.2			
00012188	Club Crudités	1063	8.6	14.4	20.4	3	254	3.2	0.9	0.36	4.3	88.2	-5
00012195	Wrap Saumon guacamole	916	9.7	8	26.3	2.1	219	2.1	1.5	0.6	0.6	0	5
000122025933	Les Jardins Vitrés - La Maxe												
00012218	Salade Cancun	251	5.5	1.2	5.7	1.8	60	0.4	0.5	0.2	2.1		
00012227	Maple syrup					0		0					
00012232	Salade Fusilli poulet tartare de légumes	415	5.6	2.3	13	1.1	99.2	0.4	0.5	0.2	1.7	85	-6
00012233445		100											
00012249	Salade Grecque	268	3.7	2.3	1.8	1.4	64	2.3	0.4	0.16	1.3	34.9	0
00012256	Salade Fusilli pesto	649	4.6	7.6	16.4	0.8	155	1.8	0.3	0.12	1.8	5.1	0
00012263	Baguette le fermier	1042	8.4	10.5	31.6	2.9	249	2.7	1.3	0.52	1.8	107	-1
00012287	Bun jambon de dinde mimolette	787	10.4	6.3	21.7	1.7	188	2.6	1	0.4	1.5		
0001231000220	Blooom Almond & Chocolate energy ball	1573	6	14	51	48	376	4.5	0.1	0.04			
00012317	Club Turkey Bacon	795	10.5	6.6	19.9	3.1	190	1.9	1.3	0.52	4	48.2	-2
